GUID;complete;media_language;srt_language;last_changed_on_amara;revision;url;touched;amara_key;amara_language
1601bf3b-ce4a-44c9-993f-7d28fa65168d;True;deu;de;2020-01-04T13:37:20Z;11;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-9809-deu-eng-Datenschutz_fuer_Neulandbuerger.de.srt;2020-01-04T13:40:07Z;SxEVxIJtduJc;de
6a5007f4-e7d6-4c63-9a10-26dd48a6eb6c;True;eng;en;2020-01-04T13:38:11Z;6;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-9375-eng-deu-SiliVaccine_North_Koreas_Weapon_of_Mass_Detection.en.srt;2020-01-04T13:48:07Z;zVYqQ0jdfU6F;en
9629fcf4-6810-48d7-bd17-d81f924e6b47;True;eng;en;2020-01-04T13:40:09Z;7;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-9647-eng-deu-Taming_the_Chaos_Can_we_build_systems_that_actually_work.en.srt;2020-01-04T14:00:09Z;RJJXud4iPYoT;en
c8b34953-b60f-4ed0-8784-dc20153e0725;True;deu;de;2020-01-04T13:41:26Z;5;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-9720-deu-eng-fra-Frontex_Der_europaeische_Grenzgeheimdienst.de.srt;2020-01-04T14:00:07Z;wLhyp97Ultul;de
4cc5cf9a-214f-4e7d-991f-199e9f0db8cc;True;eng;en;2020-01-04T13:47:41Z;14;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-9561-eng-deu-First_Sednit_UEFI_Rootkit_Unveiled.en.srt;2020-01-04T14:14:05Z;GGxMwoq0d2Bv;en
d995955c-319f-4228-b3f4-080868bbfdf8;True;eng;en;2020-01-04T13:50:37Z;7;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-9904-eng-deu-chi-The_Social_Credit_System.en.srt;2020-01-04T14:01:08Z;xvTeOR5uWVHb;en
87083bf8-f1e8-433d-8b51-ffece756bbd7;True;eng;en;2020-01-04T13:51:43Z;5;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-9917-eng-deu-Election_Cybersecurity_Progress_Report.en.srt;2020-01-04T14:01:06Z;2nnQ3n06J0Fu;en
7177142b-6f15-4fac-af62-c45df7a377a9;True;deu;de;2020-01-04T13:53:00Z;5;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-9513-deu-eng-fra-Mind_the_Trap_Die_Netzpolitik_der_AfD_im_Bundestag.de.srt;2020-01-04T14:14:05Z;yVo9SUUmfhV1;de
2912b643-f5a8-4bbd-8b24-74983bc55754;True;eng;en;2020-01-04T13:56:40Z;9;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-9529-eng-deu-Artistic_PCB_Design_and_Fabrication.en.srt;2020-01-04T14:07:07Z;iMqqnDAqZO9x;en
bfdac26a-86bf-4a80-99c6-a9a0be15f003;True;eng;en;2020-01-04T13:57:53Z;8;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-9529-eng-deu-Artistic_PCB_Design_and_Fabrication.en.srt;2020-01-04T14:05:08Z;r16cWJIbNbag;en
e9095f5f-a38a-48da-b3d7-20da141b8b14;True;eng;en;2020-01-04T13:58:50Z;5;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-9599-eng-deu-Locked_up_science.en.srt;2020-01-04T14:09:05Z;OJ2xdCWGQecS;en
c0e4f528-92c7-4170-aff3-d4dd5cd74b2c;True;eng;en;2020-01-04T14:01:08Z;7;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-9607-eng-deu-The_Rocky_Road_to_TLS_13_and_better_Internet_Encryption.en.srt;2020-01-04T14:12:06Z;wNs3kVsjt0Jw;en
9dde571b-4d49-4b44-8329-42e354bcc24b;True;eng;en;2020-01-04T14:02:17Z;5;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-10021-eng-deu-fra-The_Precariat_A_Disruptive_Class_for_Disruptive_Times.en.srt;2020-01-04T14:10:06Z;lRrFhs4Ay1L8;en
15f4e5c5-40e1-4c73-8da0-4cc2a773ab13;True;deu;de;2020-01-04T14:03:03Z;6;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-9985-deu-eng-fra-Opening_Event.de.srt;2020-01-04T14:11:05Z;rCguKX1k2PKk;de
f106b309-ffa8-5800-b9bf-00acb573e48c;True;deu;de;2020-01-04T14:03:50Z;7;https://mirror.selfnet.de/c3subtitles/congress/35C3-chaoswest/35c3-chaoswest-7-deu-Eine_Einfuehrung_in_Bildschirmtext.de.srt;2020-01-04T14:08:05Z;4vSLCKL3qDeW;de
bf490104-3595-5d88-a4b1-f39899e768f7;False;deu;de;2020-01-04T14:04:37Z;3;https://mirror.selfnet.de/c3subtitles/congress/35C3-chaoswest/35c3-chaoswest-47-deu-Stack_Buffer_Overflow_Exploits_-_Wie_ein_harmloses_Dokument_einen_Rechner_infizieren_kann.de.srt;2020-01-04T14:22:50Z;X6d2vY0Gh4xi;de
fdf06e81-63a7-5a92-ac5a-053440cdf221;True;deu;de;2020-01-04T14:05:39Z;13;https://mirror.selfnet.de/c3subtitles/congress/35C3-wikipakawg/35c3-wikipakawg-17-deu-Einfuehrung_in_Kubernetes_Deployments_fuer_Codefor_Labs.de.srt;2020-01-04T14:07:05Z;csWC5sBAMgqm;de
c1a547d9-2f53-5444-8e3c-6b6ebb26578d;True;deu;de;2020-01-04T14:06:27Z;10;https://mirror.selfnet.de/c3subtitles/congress/35C3-wikipakawg/35c3-wikipakawg-9-eng-Wikidata-Einfuehrung_Wikidata_Query_Service_Einfuehrung.de.srt;2020-01-04T14:19:04Z;K7sddMpgyffC;de
GqBcTbWHQclHwDW_kI9yBQ;False;deu;de;2020-01-04T14:17:06Z;3;https://mirror.selfnet.de/c3subtitles/congress/30C3/30c3-5337-de-en-Kryptographie_nach_Snowden.de.srt;2020-01-04T15:07:43Z;Y9X5i5QCVnqA;de
50655a17-864e-4c33-beab-4996b8825565;True;eng;en;2020-01-04T14:48:07Z;4;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10832-eng-deu-fra-How_to_Break_PDFs.en.srt;2020-01-04T15:14:05Z;HChZxV0JHJP2;en
223072ad-66d0-4fea-ac7a-0cf6c384d3b0;True;deu;de;2020-01-04T14:53:36Z;5;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10993-deu-eng-fra-Vom_Ich_zum_Wir.de.srt;2020-01-04T14:58:07Z;aLDWvx7W5BlX;de
fecad3ac-349d-4363-b9c6-2516b77fdfb2;True;eng;en;2020-01-04T14:57:57Z;10;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-11172-eng-deu-Leaving_legacy_behind.en.srt;2020-01-04T15:14:04Z;kEY0K5rYklsL;en
3aae5c0a-9c9b-483a-8c09-b4402d749a82;True;eng;en;2020-01-04T15:00:16Z;5;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-11220-eng-deu-fra-The_Case_for_Scale_in_Cyber_Security.en.srt;2020-01-04T15:14:05Z;fJTAzXnvo7Jd;en
9f41c673-8915-526c-b968-84759271cee8;True;eng;en;2020-01-04T17:02:35Z;3;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-wikipakawg-74-eng-deu-LilyPond_programming_beautiful_musical_scores.en.srt;2020-01-23T22:58:04Z;Orop6SRxFNFx;en
4f6f4278-1cfb-4e8d-935d-ec0ac2adefc5;False;deu;de;2020-01-04T19:21:48Z;2;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-9858-deu-eng-fra-Archaeologische_Studien_im_Datenmuell.de.srt;2020-01-04T19:27:25Z;t2alnbIEWLNL;de
95c2bf57-087f-5fb0-9ce8-a3210a585f9c;True;eng;en;2020-01-04T20:33:35Z;4;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-wikipakawg-95-eng-deu-Interactively_Discovering_Implicational_Knowledge_in_Wikidata.en.srt;2020-01-23T10:27:05Z;iKwoXLUjrvvu;en
6a32cb72-a69d-423c-91b5-60d88eb8e6c7;True;deu;de;2020-01-04T21:13:38Z;6;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-11223-deu-eng-fra-Opening_Ceremony.de.srt;2020-01-04T22:14:05Z;3lM5y9IokoUG;de
YYw-34ht9mf83cFWsxTCAw;False;deu;de;2020-01-04T21:42:16Z;4;https://mirror.selfnet.de/c3subtitles/congress/30C3/30c3-5281-de-en-Keine_Anhaltspunkte_fuer_flaechendeckende_UEberwachung.de.srt;2020-01-04T22:15:49Z;6AehuOtKEdfr;de
d1d0c29a-a8c3-4c96-b98e-3823b3d27902;True;eng;en;2020-01-04T22:55:04Z;5;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-11031-eng-deu-fra-The_KGB_Hack_30_Years_Later.en.srt;2020-01-04T23:02:06Z;JTx3OSCWIIpe;en
cd883979-ca0a-4183-8052-aeace1115f99;True;deu;de;2020-01-05T13:16:15Z;9;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-11141-deu-eng-spa-Geheimdienstliche_Massenueberwachung_vs_Menschenrechte.de.srt;2020-01-05T14:14:04Z;48S9mG2AWOan;de
bfe5b7b4-8b06-4cce-b979-5a6c0b4995f3;True;eng;en;2020-01-05T13:46:27Z;5;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-11247-eng-deu-spa-Technical_aspects_of_the_surveillance_in_and_around_the_Ecuadorian_embassy_in_London.en.srt;2020-01-05T14:14:04Z;rlu3CFwWboKB;en
948d94d8-64fe-4db9-ba3c-88d30111015d;True;deu;de;2020-01-05T20:26:52Z;5;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-11175-deu-eng-fra-Hirne_Hacken.de.srt;2020-01-05T21:14:04Z;Od1AUbSRH0tY;de
c6410063-47d5-592d-8474-ca86c5b22713;False;deu;de;2020-01-05T21:17:31Z;2;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-wikipakawg-66-deu-Operation_Mindfuck_Vol_3.de.srt;2020-01-05T21:20:00Z;MgTejVgijUwX;de
dec6a7e0-2651-4bb5-8300-977795e901ed;False;eng;en;2020-01-06T17:15:06Z;2;https://mirror.selfnet.de/c3subtitles/congress/34c3/34c3-8922-deu-eng-Methodisch_inkorrekt.en.srt;2020-01-06T17:16:37Z;bBCZg8JTAlC8;en
5f5d8fd7-45a7-44e4-8d82-dfb8ee692f8b;True;deu;de;2020-01-06T18:43:21Z;8;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-9838-deu-eng-Genom-Editierung_mit_CRISPR_Cas.de.srt;2020-01-06T19:14:04Z;l3OAuwombi6p;de
19e3abdd-59d0-4fbf-8b08-6054ccb6791b;True;deu;de;2020-01-07T16:17:07Z;12;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-11227-deu-eng-fra-Fridays_for_Future_de.de.srt;2020-01-12T18:59:04Z;dsBAgSHzcURg;de
8157d5e6-d04e-457e-87ef-9124a7284ec6;True;deu;de;2020-01-08T10:50:30Z;31;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10852-deu-eng-fra-Wie_klimafreundlich_ist_Software.de.srt;2020-01-08T10:56:06Z;xxm46pxsr2jL;de
60936beb-b15d-44ec-a9ca-9dc0807fd889;True;deu;de;2020-01-08T19:50:25Z;16;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10766-deu-eng-spa-Digitalisierte_Migrationskontrolle.de.srt;2020-01-08T19:53:06Z;fxwVBD4kEG9V;de
299489a2-2c7f-4b61-afba-587ecb457c56;True;deu;de;2020-01-09T13:44:22Z;37;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10828-deu-eng-spa-Polizei-Datenbanken_und_Minderheiten_Staatliche_Stigmatisierung_und_Diskriminierung_von_Sinti_und_Roma.de.srt;2020-01-09T13:53:06Z;FsKtWWcl4J2J;de
30bf682c-ab5e-4680-9c49-bec93e7804cd;True;deu;de;2020-01-09T16:22:43Z;7;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-11119-deu-eng-fra-Energiespeicher_von_heute_fuer_die_Energie_von_morgen.de.srt;2020-01-09T16:29:04Z;y1zLjRV1nE3B;de
22cc3c48-9a16-453a-88a3-38abda6b148a;True;deu;de;2020-01-10T11:29:22Z;10;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10977-deu-eng-Hackerparagraph_202c_StGB_Reality_Check.de.srt;2020-01-10T11:44:04Z;6JQxfGIqfJ92;de
afd7efb3-f594-4938-aa7f-5a42e54fbec7;True;deu;de;2020-01-10T17:49:28Z;5;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10672-deu-eng-rus-Warum_3D-gedruckte_Kleidung_NICHT_die_Zukunft_ist.de.srt;2020-01-10T17:58:05Z;WXwXcJDpGtmR;de
622f1d31-5900-4cbc-b274-770e1a172898;True;deu;de;2020-01-12T13:27:43Z;7;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10881-deu-eng-Verkehrswende_selber_hacken.de.srt;2020-01-12T13:44:04Z;sRVlADv5gs03;de
c49cf6de-d9f4-50ba-aba2-cb326e3bd385;True;deu;de;2020-01-12T22:00:33Z;4;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-chaoswest-90-deu-Ansible_all_the_Things.de.srt;2020-01-12T22:14:04Z;GkfgwwABcCMp;de
658728fa-dce0-4c6b-ab80-cd513ee1f0ac;True;deu;de;2020-01-13T11:25:48Z;20;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10598-deu-eng-Kritikalitaet_von_Rohstoffen_-_wann_platzt_die_Bombe.de.srt;2020-01-13T11:44:04Z;kJk1tGeKcfJl;de
c2619236-c88d-40ee-9d9d-9dfffd5212ef;True;deu;de;2020-01-13T19:41:15Z;3;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10862-deu-eng-Offene_Sensordaten_fuer_Jedermann_-_Ein_Citizen_Science_Projekt_basierend_auf_Open_Source_und_Open_Hardware.de.srt;2020-01-13T19:59:04Z;RMQOzxy8oquU;de
da8f10ec-5c27-4b39-9209-191b7d865eca;True;eng;en;2020-01-14T22:49:10Z;28;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10661-eng-deu-spa-Psychedelic_Medicine_-_Hacking_Psychiatry.en.srt;2020-01-14T22:59:04Z;rxfjltMfQpOI;en
584c5682-c1a6-4149-9572-04e44cf44645;True;eng;en;2020-01-15T10:46:11Z;14;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10796-eng-deu-fra-Its_not_safe_on_the_streets_especially_for_your_3DS.en.srt;2020-01-15T10:59:04Z;6BaTZOGG5FXk;en
3359ab2c-635c-5cce-af51-07b302314a4b;True;deu;de;2020-01-15T17:38:37Z;7;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-chaoswest-104-deu-Programmieren_Lernen_fuer_Kids_-_in_Minecraft.de.srt;2020-01-15T17:59:04Z;looFWACynBPP;de
8ad18f3f-5283-44e7-9db8-0d67915b4c4e;True;eng;en;2020-01-16T16:52:59Z;6;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-11241-eng-deu-fra-From_Managerial_Feudalism_to_the_Revolt_of_the_Caring_Classes.en.srt;2020-01-16T16:55:06Z;GvSeFXfQtB3r;en
df93bf36-c048-4dea-ad2b-898ac3255cfa;True;deu;de;2020-01-16T17:36:46Z;8;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10639-deu-eng-Lets_play_Infokrieg.de.srt;2020-01-16T17:38:05Z;tgc1Q7eJfRWM;de
da8f10ec-5c27-4b39-9209-191b7d865eca;False;fra;fr;2020-01-17T16:55:37Z;5;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10661-eng-deu-spa-Psychedelic_Medicine_-_Hacking_Psychiatry.fr.srt;2020-01-21T09:20:30Z;rxfjltMfQpOI;fr
691ce532-5162-40b4-ae2f-4b0d7f85f726;True;deu;de;2020-01-17T17:03:04Z;7;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10496-deu-eng-spa-Das_Mauern_muss_weg.de.srt;2020-01-17T17:14:05Z;7akkeq5eOWZL;de
479cc703-bacb-49e2-b364-e16f5ba000b9;True;eng;en;2020-01-17T17:46:45Z;24;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10883-eng-deu-Plundervolt_Flipping_Bits_from_Software_without_Rowhammer.en.srt;2020-01-17T17:51:06Z;fjV2J1qv9Xv2;en
1b9a0283-c1d3-4c62-8e64-258f25ff29d7;True;deu;de;2020-01-17T19:48:41Z;3;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-11224-deu-eng-Closing_Ceremony_de.de.srt;2020-01-17T20:14:04Z;PxFJZY2B0Yq0;de
b546675d-5ca9-5891-9d63-6de8ad98e637;False;deu;de;2020-01-18T10:23:28Z;2;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-chaoswest-126-deu-Datacenter_-_was_wir_wissen_sollten.de.srt;2020-01-18T11:18:40Z;WiNHQ7LW7KRO;de
87f4774e-f5db-5cee-b053-89219329c2de;False;eng;en;2020-01-18T15:06:43Z;4;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-chaoswest-134-eng-DC_DC_Converters_Everything_You_Wanted_To_Know_About_Them.en.srt;2020-01-18T15:17:24Z;C385bS84mnry;en
c644a511-f6dd-448e-b492-fb577ddb72c1;True;deu;de;2020-01-18T20:27:47Z;8;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-11217-deu-eng-Finfisher_verklagen.de.srt;2020-01-18T20:43:09Z;zkpPHkcyBug6;de
bfd7bf40-e201-41ca-b794-d70df9a01164;True;deu;de;2020-01-18T21:53:37Z;18;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10957-deu-eng-fra-Katastrophe_und_Kommunikation_am_Beispiel_Nord-Ost-Syrien.de.srt;2020-01-18T22:14:04Z;zaXChXcWz9iv;de
26251c91-724e-4a28-b0fd-f5116fb339fb;True;deu;de;2020-01-19T14:18:49Z;6;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10903-deu-eng-spa-Jahresrueckblick_der_Haecksen.de.srt;2020-01-19T14:29:04Z;i3iB3sHh0ZvA;de
9a91d92b-0691-46b2-ba73-112bc598342f;False;deu;de;2020-01-19T16:48:22Z;12;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-10010-deu-eng-fra-Die_EU_und_ihre_Institutionen.de.srt;2020-01-19T16:54:33Z;eFJLkPoJXcpY;de
032d1724-b643-4fa0-9435-3410e9ad333a;True;deu;de;2020-01-19T20:12:32Z;7;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10517-deu-eng-fra-Megatons_to_Megawatts.de.srt;2020-01-19T20:23:05Z;VnXFx20wkLYH;de
12f679e6-bf32-486f-a730-ef88c468375f;True;eng;en;2020-01-19T21:24:52Z;8;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10701-eng-deu-SELECT_code_execution_FROM_USING_SQLite.en.srt;2020-01-19T21:30:07Z;BSYlLQUFF66k;en
c73debf0-e6be-4bde-84b5-afaddbe0e3fa;True;deu;de;2020-01-20T13:39:05Z;6;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10595-deu-eng-Hacker_hin_oder_her_Die_elektronische_Patientenakte_kommt.de.srt;2020-01-20T13:59:04Z;xbV6eJiWrWQW;de
7f7de0de-2955-40be-8df1-fabe740b0b83;True;eng;en;2020-01-20T19:18:31Z;11;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10896-eng-deu-spa-Climate_Modelling.en.srt;2020-01-20T19:29:04Z;MARRILJtA1oO;en
afd7efb3-f594-4938-aa7f-5a42e54fbec7;True;eng;en;2020-01-20T19:51:27Z;24;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10672-deu-eng-rus-Warum_3D-gedruckte_Kleidung_NICHT_die_Zukunft_ist.en.srt;2020-01-20T19:59:04Z;WXwXcJDpGtmR;en
af7b586c-8221-4371-91d2-3641497710a9;True;eng;en;2020-01-21T12:46:11Z;8;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10760-eng-deu-The_Large_Hadron_Collider_Infrastructure_Talk.en.srt;2020-01-21T12:59:04Z;8CsosudgRjGh;en
43a6348b-a644-49c3-95e6-0b3be36f74ed;True;deu;de;2020-01-22T19:44:07Z;13;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10935-deu-eng-Aus_dem_Schimpfwoerterbuch_der_neuen_Rechten.de.srt;2020-01-22T19:53:05Z;wG394MtlgsLD;de
eaeae62b-555d-4c70-9ea0-5a32d5993489;True;deu;de;2020-01-26T19:47:02Z;8;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-11218-deu-eng-Weichenstellung.de.srt;2020-01-26T19:59:04Z;zIJ9IP7Vfsgf;de
48ed6dea-e67d-4866-8c35-318e9d892363;False;eng;en;2020-01-28T00:53:29Z;5;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-9716-deu-eng-fra-Du_kannst_alles_hacken_-_du_darfst_dich_nur_nicht_erwischen_lassen.en.srt;2020-08-30T08:57:02Z;7DGLIHacha6G;en
d2e0871c-129f-4058-a2c8-d17b236edac1;True;eng;en;2020-01-30T10:52:21Z;9;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10933-eng-deu-fra-What_the_World_can_learn_from_Hongkong.en.srt;2020-01-30T10:59:04Z;5fS3nVQThZRB;en
cfcdac00-62af-412f-a03b-ca5f11d2b64d;True;eng;en;2020-01-31T10:05:55Z;5;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10942-eng-deu-Uncover_Understand_Own_-_Regaining_Control_Over_Your_AMD_CPU.en.srt;2020-01-31T10:29:04Z;SMu1a7zvNtbz;en
3615eddc-bf2c-4c32-9f98-ba4738c82c90;True;deu;de;2020-01-31T20:13:12Z;6;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-11035-deu-eng-spa-Gerechtigkeit_40.de.srt;2020-01-31T20:29:04Z;yTvfqb99IrXO;de
462f9320-3a0e-4785-82de-15343803c2ba;True;deu;de;2020-02-01T12:16:09Z;18;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-9506-deu-eng-gsw-Freude_ist_nur_ein_Mangel_an_Information.de.srt;2020-02-01T12:32:12Z;ky0EEoVlECa8;de
d8b2af5e-29da-4cc7-9d72-8329df1411b1;True;eng;en;2020-02-01T20:37:34Z;12;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10902-eng-deu-An_ultrashort_history_of_ultrafast_imaging.en.srt;2020-02-01T20:44:04Z;qqZLqBMZdbvm;en
a8867501-5c89-48b5-9308-58413fd998a9;True;eng;en;2020-02-03T13:30:30Z;8;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10601-eng-deu-How_not_to_build_autonomous_robots.en.srt;2020-02-03T13:44:05Z;2ZCn3N1J3QFS;en
1773b17c-3598-4d09-a7b9-6023bb282fb9;True;deu;de;2020-02-04T17:30:16Z;9;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10600-deu-Was_tun_bevor_es_brennt_-_wie_gruende_ich_eigentlich_einen_Betriebsrat.de.srt;2020-02-04T17:49:17Z;j67sNFFPh3lU;de
06a9bcc8-c716-43eb-9e17-1cfad4072dbe;True;eng;en;2020-02-06T18:44:37Z;8;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-11236-eng-deu-fra-The_Internet_of_rubbish_things_and_bodies.en.srt;2020-02-06T18:59:04Z;47E7n9mi06Gn;en
5fa63167-2620-46ec-a34a-d7c11ce6c71f;True;eng;en;2020-02-07T22:30:36Z;14;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10690-eng-deu-Open_Source_is_Insufficient_to_Solve_Trust_Problems_in_Hardware.en.srt;2020-02-07T22:33:06Z;mh4Oy15d6DS5;en
77078359-ac9b-4839-8b5b-bd4114903d1c;True;eng;en;2020-02-08T18:15:04Z;26;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10531-eng-deu-rus-All_wireless_communication_stacks_are_equally_broken.en.srt;2020-02-08T18:29:06Z;5CgksARWajto;en
0f020c49-a754-5758-b794-25d84e0ac19a;True;deu;de;2020-02-08T20:11:26Z;4;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-chaoswest-144-deu-Freedombone_-_DIY_Soziale_Veraenderung_in_Zeiten_des_Ueberwachungskapitalismus.de.srt;2020-02-08T20:29:04Z;bI56DUdiXlz2;de
4a4bb36e-70fa-4ee2-aa7e-1d0a4ccd74c1;True;eng;en;2020-02-11T20:53:33Z;8;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10694-eng-deu-Intel_Management_Engine_deep_dive.en.srt;2020-02-11T20:59:06Z;nRPtRdrwweza;en
b854982f-d696-40be-a2d2-15dc64a1f421;True;eng;en;2020-02-13T10:50:38Z;11;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10565-eng-deu-fra-Whats_left_for_private_messaging.en.srt;2020-02-13T10:53:05Z;vz3DO2zGyjBG;en
3d0170ed-e233-545f-87f7-f50d126ddbe6;True;eng;en;2020-02-13T18:59:39Z;9;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-wikipakawg-94-eng-deu-Reading_politics_of_the_supposedly_neutral.en.srt;2020-02-13T19:14:05Z;LtqERw5mfcTb;en
bc077e28-eeed-4852-a2b9-f5b4d8af714e;True;eng;en;2020-02-14T20:48:01Z;10;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10543-eng-deu-Post-Quantum_Isogeny_Cryptography.en.srt;2020-02-14T20:59:05Z;1pbeA2rW37ZE;en
386e040f-9f63-4f55-82cc-08aea9ced7c2;True;eng;en;2020-02-15T13:23:32Z;5;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-11195-eng-deu-phyphox_Using_smartphone_sensors_for_physics_experiments.en.srt;2020-02-15T13:30:09Z;CW5RYX6j1M6J;en
8db548a2-dec0-411f-97b3-a22c416b7111;True;eng;en;2020-02-15T21:10:55Z;12;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-11008-eng-deu-fra-Server_Infrastructure_for_Global_Rebellion.en.srt;2020-02-15T21:21:05Z;hihosIZK8XEc;en
27300e0d-e9a3-4e59-8261-c1b67cc0d86d;True;eng;en;2020-02-17T08:56:13Z;10;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10936-eng-deu-Inside_the_Fake_Like_Factories.en.srt;2020-02-17T09:04:05Z;vNUr0sufivSH;en
6f45a5e7-d103-4011-b4d2-378c4f72a984;True;eng;en;2020-02-22T18:39:37Z;7;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10884-eng-deu-rus-Practical_Cache_Attacks_from_the_Network_and_Bad_Cat_Puns.en.srt;2020-02-22T18:59:04Z;S6HT7NqACKCZ;en
6a8a2bfc-cc63-4938-8895-8ea84ba1544f;True;deu;de;2020-02-23T15:03:50Z;3;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10506-deu-eng-spa-The_Planet_Friendly_Web.de.srt;2020-02-23T15:15:51Z;ArKMvcagGOTM;de
1bf01a7d-2c24-491e-ab2b-4455339ea7d3;True;eng;en;2020-02-26T21:28:34Z;8;https://mirror.selfnet.de/c3subtitles/congress/36c3/36c3-10497-eng-und-deu-Messenger_Hacking_Remotely_Compromising_an_iPhone_through_iMessage.en.srt;2020-02-26T21:44:04Z;whSemKCoLW3Y;en
94b77e5a-c826-45a9-a8bd-bbb8e5e7c9ff;True;eng;en;2020-02-29T11:30:30Z;13;https://mirror.selfnet.de/c3subtitles/congress/35c3/35c3-9877-eng-deu-Censored_Planet_a_Global_Censorship_Observatory.en.srt;2020-02-29T11:59:04Z;9ynHuttS440m;en
